date,site_id,client_id,item_id,day_type,effective_headcount,shift,qty_drawn
2025-08-23,North_02,CLIENT-012,ITM-03,Weekday,83,A,9.0
2025-07-28,Central_01,CLIENT-024,ITM-09,Weekday,133,A,1.0
2025-05-19,Central_01,CLIENT-022,ITM-03,Weekday,31,A,3.0
2025-07-22,South_01,CLIENT-017,ITM-03,Weekday,111,A,11.0
2025-05-20,South_01,CLIENT-014,ITM-03,Weekday,120,A,13.0
2025-07-21,South_01,CLIENT-018,ITM-10,Weekday,105,A,1.0
2025-03-21,South_01,CLIENT-017,ITM-10,Weekday,101,A,1.0
2025-09-04,North_02,CLIENT-011,ITM-01,Weekday,75,A,4.0
2025-02-18,South_01,CLIENT-016,ITM-10,Weekday,69,A,1.0
2025-03-25,South_01,CLIENT-015,ITM-05,Weekday,127,A,1.0
2025-09-26,South_01,CLIENT-014,ITM-03,Weekday,109,A,12.0
2025-09-09,South_01,CLIENT-014,ITM-02,Weekday,110,A,1.0
2025-10-27,East_01,CLIENT-026,ITM-03,Weekday,24,A,2.0
2025-08-26,South_01,CLIENT-017,ITM-08,Weekday,112,A,1.0
2025-08-18,North_01,CLIENT-002,ITM-07,Weekday,111,A,1.0
2025-06-21,South_01,CLIENT-015,ITM-01,Weekday,126,A,6.0
2025-12-08,North_02,CLIENT-009,ITM-02,Weekday,32,A,0.5
2025-03-31,North_02,CLIENT-012,ITM-03,Weekday,83,A,9.0
2025-05-31,North_02,CLIENT-012,ITM-02,Weekday,91,A,1.0
2025-08-27,North_02,CLIENT-011,ITM-01,Weekday,81,A,4.0
2025-11-12,Central_01,CLIENT-021,ITM-10,Weekday,71,A,1.0
2025-09-09,North_02,CLIENT-010,ITM-08,Weekday,109,A,1.0
2025-08-22,South_01,CLIENT-017,ITM-02,Weekday,101,A,1.0
2025-03-26,North_02,CLIENT-011,ITM-10,Weekday,74,A,1.0
2025-10-17,East_01,CLIENT-027,ITM-01,Weekday,38,A,2.0
2025-02-07,South_01,CLIENT-015,ITM-02,Weekday,135,A,1.5
2025-08-04,South_01,CLIENT-018,ITM-03,Weekday,117,A,11.0
2025-08-04,Central_01,CLIENT-021,ITM-02,Weekday,83,A,1.0
2025-10-12,Central_01,CLIENT-021,ITM-03,Weekend,7,A,1.0
2025-11-01,North_01,CLIENT-001,ITM-10,Weekday,73,A,1.0
2025-09-22,South_01,CLIENT-017,ITM-06,Weekday,107,A,1.0
2025-07-07,North_01,CLIENT-003,ITM-04,Weekday,80,A,1.0
2025-05-15,East_01,CLIENT-030,ITM-09,Weekday,114,A,1.0
2025-01-28,South_01,CLIENT-015,ITM-08,Weekday,124,A,1.0
2025-07-07,South_01,CLIENT-015,ITM-06,Weekday,135,A,1.0
2025-10-30,North_01,CLIENT-004,ITM-01,Weekday,33,A,2.0
2025-04-11,North_01,CLIENT-002,ITM-03,Weekday,97,A,9.0
2025-06-04,East_01,CLIENT-027,ITM-02,Weekday,39,A,0.5
2025-12-05,South_01,CLIENT-015,ITM-10,Weekday,124,A,1.0
2025-02-06,North_02,CLIENT-008,ITM-10,Weekday,70,A,1.0
2025-04-04,North_01,CLIENT-001,ITM-03,Weekday,87,A,10.0
2025-07-16,South_01,CLIENT-016,ITM-10,Weekday,63,A,1.0
2025-01-07,South_01,CLIENT-016,ITM-05,Weekday,70,A,1.0
2025-06-26,South_01,CLIENT-017,ITM-03,Weekday,113,A,10.0
2025-05-12,North_02,CLIENT-012,ITM-10,Weekday,84,A,1.0
2025-12-26,Central_01,CLIENT-020,ITM-01,Weekday,22,A,1.0
2025-02-24,North_02,CLIENT-011,ITM-03,Weekday,75,A,8.0
2025-08-19,South_01,CLIENT-017,ITM-03,Weekday,102,A,11.0
2025-01-20,South_01,CLIENT-014,ITM-10,Weekday,105,A,1.0
2025-04-03,North_01,CLIENT-003,ITM-10,Weekday,81,A,1.0
2025-01-06,North_02,CLIENT-008,ITM-02,Weekday,62,A,0.5
2025-02-08,South_01,CLIENT-014,ITM-01,Weekend,10,A,1.0
2025-02-06,Central_01,CLIENT-021,ITM-03,Weekday,75,A,8.0
2025-12-13,East_01,CLIENT-026,ITM-01,Weekday,27,A,1.0
2025-12-04,North_02,CLIENT-011,ITM-08,Weekday,81,A,1.0
2025-03-10,South_01,CLIENT-015,ITM-05,Weekday,119,A,1.0
2025-10-28,North_02,CLIENT-012,ITM-03,Weekday,91,A,7.0
2025-05-22,South_01,CLIENT-019,ITM-03,Weekday,96,A,9.0
2025-12-15,Central_01,CLIENT-021,ITM-03,Weekday,75,B,2.0
2025-08-27,South_01,CLIENT-017,ITM-03,Weekday,110,A,12.0
2025-02-21,North_02,CLIENT-008,ITM-01,Weekday,72,A,4.0
2025-09-17,North_02,CLIENT-012,ITM-02,Weekday,86,A,1.0
2025-06-30,North_01,CLIENT-004,ITM-01,Weekday,36,A,2.0
2025-10-21,North_01,CLIENT-003,ITM-01,Weekday,75,A,4.0
2025-12-02,North_01,CLIENT-002,ITM-10,Weekday,114,A,1.0
2025-01-13,North_01,CLIENT-001,ITM-08,Weekday,86,A,1.0
2025-05-22,Central_01,CLIENT-022,ITM-03,Weekday,27,A,3.0
2025-07-12,North_02,CLIENT-010,ITM-02,Weekday,110,A,1.0
2025-01-17,East_01,CLIENT-026,ITM-04,Weekday,27,A,1.0
2025-06-11,North_02,CLIENT-012,ITM-08,Weekday,93,A,1.0
2025-04-03,North_02,CLIENT-010,ITM-08,Weekday,125,A,1.0
2025-08-06,North_02,CLIENT-013,ITM-08,Weekday,32,A,1.0
2025-06-16,South_01,CLIENT-015,ITM-07,Weekday,117,A,1.0
2025-10-31,North_02,CLIENT-008,ITM-02,Weekday,78,A,0.5
2025-05-06,Central_01,CLIENT-020,ITM-01,Weekday,25,A,1.0
2025-03-21,North_01,CLIENT-002,ITM-02,Weekday,99,B,0.5
2025-12-29,North_02,CLIENT-010,ITM-08,Weekday,123,A,1.0
2025-07-29,East_01,CLIENT-031,ITM-08,Weekday,21,A,1.0
2025-05-23,South_01,CLIENT-015,ITM-07,Weekday,123,A,1.0
2025-01-12,North_01,CLIENT-005,ITM-01,Weekend,12,A,1.0
2025-03-20,North_02,CLIENT-011,ITM-10,Weekday,66,A,1.0
2025-05-30,North_02,CLIENT-009,ITM-01,Weekday,22,A,1.0
2025-10-31,South_01,CLIENT-017,ITM-03,Weekday,99,A,11.0
2025-03-27,North_01,CLIENT-003,ITM-02,Weekday,72,A,0.5
2025-08-02,South_01,CLIENT-014,ITM-01,Weekend,10,A,1.0
2025-04-18,North_01,CLIENT-005,ITM-10,Weekday,87,A,1.0
2025-01-16,East_01,CLIENT-030,ITM-03,Weekday,117,A,12.0
2025-07-31,North_02,CLIENT-007,ITM-02,Weekday,72,A,1.0
2025-09-29,North_02,CLIENT-009,ITM-09,Weekday,19,A,1.0
2025-01-13,Central_01,CLIENT-024,ITM-03,Weekday,125,A,12.0
2025-03-05,North_01,CLIENT-003,ITM-03,Weekday,77,A,8.0
2025-08-06,North_02,CLIENT-012,ITM-07,Weekday,83,A,1.0
2025-01-15,Central_01,CLIENT-024,ITM-10,Weekday,119,A,1.0
2025-09-15,North_01,CLIENT-003,ITM-10,Weekday,73,A,1.0
2025-02-19,South_01,CLIENT-015,ITM-03,Weekday,124,A,12.0
2025-03-28,Central_01,CLIENT-020,ITM-01,Weekday,26,A,1.0
2025-12-15,East_01,CLIENT-028,ITM-02,Weekday,39,A,0.5
2025-11-21,North_01,CLIENT-001,ITM-10,Weekday,72,A,1.0
2025-10-15,Central_01,CLIENT-020,ITM-01,Weekday,25,A,1.0
2025-07-17,North_02,CLIENT-010,ITM-08,Weekday,125,A,1.0
2025-04-15,South_01,CLIENT-015,ITM-01,Weekday,129,A,7.0
2025-02-23,North_02,CLIENT-011,ITM-03,Weekday,67,A,6.0
2025-09-23,North_02,CLIENT-007,ITM-03,Weekday,75,A,
2025-05-29,North_02,CLIENT-012,ITM-01,Weekday,86,A,4.0
2025-05-02,North_02,CLIENT-011,ITM-02,Weekday,71,A,1.0
2025-05-24,South_01,CLIENT-015,ITM-10,Weekday,117,A,1.0
2025-12-17,North_02,CLIENT-010,ITM-01,Weekday,122,A,6.0
2025-09-29,South_01,CLIENT-015,ITM-01,Weekday,136,A,7.0
2025-03-17,South_01,CLIENT-019,ITM-03,Weekday,98,A,10.0
2025-09-24,North_02,CLIENT-012,ITM-02,Weekday,81,A,1.0
2025-12-12,South_01,CLIENT-015,ITM-10,Weekday,130,A,1.0
2025-07-11,Central_01,CLIENT-023,ITM-06,Weekday,31,A,1.0
2025-02-18,South_01,CLIENT-014,ITM-03,Weekday,120,A,11.0
2025-11-10,South_01,CLIENT-014,ITM-02,Weekday,105,A,1.0
2025-04-08,North_02,CLIENT-010,ITM-02,Weekday,120,B,0.5
2025-08-30,North_02,CLIENT-011,ITM-02,Weekday,78,A,1.0
2025-12-30,South_01,CLIENT-014,ITM-02,Weekday,116,A,1.5
2025-10-06,North_01,CLIENT-005,ITM-10,Weekday,87,A,1.0
2025-07-03,North_02,CLIENT-007,ITM-02,Weekday,81,A,0.5
2025-04-14,East_01,CLIENT-030,ITM-10,Weekday,124,A,1.0
2025-03-19,Central_01,CLIENT-025,ITM-08,Weekday,24,A,1.0
2025-02-19,Central_01,CLIENT-025,ITM-03,Weekday,22,A,2.0
2025-11-28,North_02,CLIENT-011,ITM-03,Weekday,76,A,8.0
2025-01-20,Central_01,CLIENT-023,ITM-02,Weekday,23,A,0.5
2025-07-15,South_01,CLIENT-017,ITM-01,Weekday,102,A,6.0
2025-02-24,East_01,CLIENT-030,ITM-10,Weekday,108,A,1.0
2025-12-04,South_01,CLIENT-018,ITM-01,Weekday,109,A,7.0
2025-12-02,South_01,CLIENT-018,ITM-10,Weekday,111,A,1.0
2025-12-08,Central_01,CLIENT-025,ITM-01,Weekday,36,A,2.0
2025-05-30,North_02,CLIENT-011,ITM-10,Weekday,70,A,1.0
2025-12-09,Central_01,CLIENT-025,ITM-01,Weekday,33,A,2.0
2025-09-23,North_02,CLIENT-007,ITM-10,Weekday,75,A,1.0
2025-03-11,North_02,CLIENT-007,ITM-03,Weekday,82,A,10.0
2025-08-26,South_01,CLIENT-015,ITM-01,Weekday,122,A,7.0
2025-07-30,North_01,CLIENT-005,ITM-10,Weekday,92,A,1.0
2025-03-01,Central_01,CLIENT-021,ITM-03,Weekend,12,A,1.0
2025-12-23,South_01,CLIENT-016,ITM-03,Weekday,68,A,6.0
2025-04-28,South_01,CLIENT-014,ITM-09,Weekday,113,A,1.0
2025-07-31,North_01,CLIENT-006,ITM-04,Weekday,94,A,1.0
2025-01-06,North_01,CLIENT-001,ITM-02,Weekday,81,A,0.5
2025-03-12,East_01,CLIENT-030,ITM-04,Weekday,122,A,1.0
2025-01-30,North_02,CLIENT-008,ITM-10,Weekday,66,A,1.0
2025-05-30,South_01,CLIENT-014,ITM-09,Weekday,114,A,1.0
2025-10-23,South_01,CLIENT-019,ITM-06,Weekday,102,A,1.0
2025-01-14,North_02,CLIENT-012,ITM-01,Weekday,86,A,5.0
2025-11-08,Central_01,CLIENT-024,ITM-01,Weekend,19,A,1.0
2025-09-08,Central_01,CLIENT-023,ITM-01,Weekday,32,A,2.0
2025-10-16,North_02,CLIENT-007,ITM-01,Weekday,72,A,4.0
2025-06-18,South_01,CLIENT-017,ITM-09,Weekday,98,A,1.0
2025-07-04,South_01,CLIENT-018,ITM-01,Weekday,118,A,6.0
2025-09-19,South_01,CLIENT-015,ITM-09,Weekday,123,A,1.0
2025-10-10,Central_01,CLIENT-021,ITM-10,Weekday,67,A,1.0
2025-03-30,North_02,CLIENT-011,ITM-03,Weekday,66,B,2.0
2025-01-06,North_02,CLIENT-007,ITM-10,Weekday,87,A,1.0
2025-05-01,Central_01,CLIENT-024,ITM-05,Weekday,123,A,1.0
2025-02-25,South_01,CLIENT-018,ITM-09,Weekday,113,A,1.0
2025-01-28,East_01,CLIENT-027,ITM-02,Weekday,23,A,0.5
2025-07-14,North_02,CLIENT-010,ITM-09,Weekday,112,A,1.0
2025-03-19,Central_01,CLIENT-022,ITM-09,Weekday,28,A,1.0
2025-01-30,East_01,CLIENT-026,ITM-02,Weekday,30,A,0.5
2025-04-02,South_01,CLIENT-018,ITM-04,Weekday,106,A,1.0
2025-08-26,Central_01,CLIENT-022,ITM-03,Weekday,40,A,5.0
2025-02-10,North_01,CLIENT-004,ITM-08,Weekday,27,A,1.0
2025-12-19,South_01,CLIENT-019,ITM-02,Weekday,105,A,1.0
2025-02-14,North_01,CLIENT-004,ITM-02,Weekday,27,A,0.5
2025-06-30,East_01,CLIENT-030,ITM-06,Weekday,108,A,1.0
2025-04-28,North_02,CLIENT-011,ITM-09,Weekday,68,A,1.0
2025-04-29,East_01,CLIENT-030,ITM-02,Weekday,112,A,1.0
2025-12-12,East_01,CLIENT-027,ITM-01,Weekday,35,B,1.0
2025-03-31,Central_01,CLIENT-022,ITM-02,Weekday,32,A,0.5
2025-10-31,East_01,CLIENT-028,ITM-01,Weekday,38,A,2.0
2025-09-24,South_01,CLIENT-018,ITM-04,Weekday,117,A,1.0
2025-04-14,North_01,CLIENT-005,ITM-07,Weekday,86,A,1.0
2025-05-09,Central_01,CLIENT-020,ITM-01,Weekday,26,A,1.0
2025-07-09,South_01,CLIENT-016,ITM-02,Weekday,68,A,1.0
2025-06-12,South_01,CLIENT-019,ITM-10,Weekday,108,A,1.0
2025-02-06,North_02,CLIENT-012,ITM-10,Weekday,85,A,1.0
2025-10-21,North_02,CLIENT-010,ITM-01,Weekday,108,A,6.0
2025-07-12,South_01,CLIENT-015,ITM-02,Weekday,124,A,1.5
2025-12-08,East_01,CLIENT-027,ITM-03,Weekday,35,A,3.0
2025-11-12,North_01,CLIENT-001,ITM-02,Weekday,68,A,0.5
2025-05-07,Central_01,CLIENT-020,ITM-09,Weekday,26,A,1.0
2025-03-11,North_01,CLIENT-006,ITM-04,Weekday,101,A,1.0
2025-03-27,East_01,CLIENT-030,ITM-09,Weekday,120,A,1.0
2025-05-26,South_01,CLIENT-017,ITM-10,Weekday,90,A,1.0
2025-02-11,Central_01,CLIENT-024,ITM-03,Weekday,110,A,10.0
2025-09-11,East_01,CLIENT-028,ITM-01,Weekday,40,A,2.0
2025-05-14,South_01,CLIENT-019,ITM-02,Weekday,96,A,1.0
2025-01-07,North_01,CLIENT-006,ITM-02,Weekday,106,A,1.0
2025-06-18,North_02,CLIENT-007,ITM-08,Weekday,75,A,1.0
2025-09-02,North_01,CLIENT-005,ITM-03,Weekday,82,A,8.0
2025-01-15,South_01,CLIENT-018,ITM-03,Weekday,114,A,11.0
2025-03-06,North_01,CLIENT-004,ITM-03,Weekday,27,A,3.0
2025-10-14,South_01,CLIENT-017,ITM-10,Weekday,101,A,1.0
2025-05-29,North_02,CLIENT-012,ITM-02,Weekday,86,A,1.0
2025-02-07,Central_01,CLIENT-022,ITM-01,Weekday,32,A,2.0
2025-06-24,East_01,CLIENT-028,ITM-02,Weekday,31,A,0.5
2025-07-25,South_01,CLIENT-018,ITM-08,Weekday,114,A,1.0
2025-09-05,South_01,CLIENT-014,ITM-02,Weekday,104,A,1.0
2025-05-07,North_02,CLIENT-013,ITM-02,Weekday,34,A,0.5
2025-01-02,North_01,CLIENT-003,ITM-04,Weekday,81,A,1.0
2025-03-17,North_01,CLIENT-001,ITM-03,Weekday,85,A,9.0
2025-02-24,North_02,CLIENT-008,ITM-01,Weekday,62,A,3.0
2025-12-27,North_02,CLIENT-010,ITM-03,Weekday,112,A,10.0
2025-05-05,Central_01,CLIENT-023,ITM-03,Weekday,28,A,3.0
2025-11-17,East_01,CLIENT-031,ITM-01,Weekday,20,A,1.0
2025-12-10,North_02,CLIENT-007,ITM-02,Weekday,79,A,0.5
2025-02-01,North_02,CLIENT-010,ITM-03,Weekday,114,A,10.0
2025-03-06,South_01,CLIENT-015,ITM-04,Weekday,136,A,1.0
2025-03-17,North_02,CLIENT-007,ITM-10,Weekday,90,A,1.0
2025-05-12,North_01,CLIENT-002,ITM-03,Weekday,113,A,13.0
2025-03-22,North_02,CLIENT-008,ITM-03,Weekend,11,A,1.0
2025-04-29,North_02,CLIENT-011,ITM-10,Weekday,71,A,1.0
2025-10-08,South_01,CLIENT-016,ITM-01,Weekday,72,A,4.0
2025-05-25,South_01,CLIENT-019,ITM-03,Weekend,9,A,1.0
2025-10-22,East_01,CLIENT-026,ITM-03,Weekday,24,A,3.0
2025-12-04,North_01,CLIENT-002,ITM-10,Weekday,109,A,1.0
2025-01-16,East_01,CLIENT-031,ITM-03,Weekday,19,A,2.0
2025-02-10,South_01,CLIENT-015,ITM-02,Weekday,134,A,1.5
2025-06-05,South_01,CLIENT-014,ITM-02,Weekday,110,A,1.5
2025-08-28,Central_01,CLIENT-021,ITM-01,Weekday,71,A,4.0
2025-10-18,South_01,CLIENT-015,ITM-07,Weekday,123,A,1.0
2025-08-29,North_01,CLIENT-005,ITM-03,Weekday,87,A,9.0
2025-08-22,East_01,CLIENT-030,ITM-09,Weekday,117,A,1.0
2025-01-25,South_01,CLIENT-015,ITM-09,Weekday,132,A,1.0
2025-03-06,South_01,CLIENT-014,ITM-10,Weekday,116,A,1.0
2025-07-01,South_01,CLIENT-019,ITM-02,Weekday,101,A,0.5
2025-04-24,North_02,CLIENT-007,ITM-03,Weekday,84,A,10.0
2025-11-27,North_02,CLIENT-011,ITM-10,Weekday,77,A,1.0
2025-07-05,North_02,CLIENT-011,ITM-03,Weekday,73,A,6.0
2025-07-05,North_02,CLIENT-011,ITM-01,Weekday,73,A,4.0
2025-12-18,East_01,CLIENT-032,ITM-03,Weekday,27,A,3.0
2025-08-21,North_01,CLIENT-001,ITM-10,Weekday,70,A,1.0
2025-01-05,North_01,CLIENT-001,ITM-03,Weekend,12,A,1.0
2025-08-29,Central_01,CLIENT-022,ITM-01,Weekday,44,A,3.0
2025-04-12,North_01,CLIENT-001,ITM-10,Weekday,81,A,1.0
2025-12-24,North_01,CLIENT-002,ITM-10,Weekday,124,A,1.0
2025-08-27,Central_01,CLIENT-024,ITM-02,Weekday,135,A,1.5
2025-12-05,South_01,CLIENT-016,ITM-09,Weekday,64,A,1.0
2025-07-16,North_02,CLIENT-012,ITM-10,Weekday,84,A,1.0
2025-06-30,North_02,CLIENT-008,ITM-03,Weekday,74,A,9.0
2025-08-12,South_01,CLIENT-014,ITM-03,Weekday,109,A,11.0
2025-04-22,North_01,CLIENT-003,ITM-04,Weekday,82,A,1.0
2025-02-21,North_02,CLIENT-007,ITM-02,Weekday,85,A,1.0
2025-02-23,North_02,CLIENT-011,ITM-07,Weekday,67,A,1.0
2025-12-15,North_02,CLIENT-007,ITM-10,Weekday,82,A,1.0
2025-10-14,North_02,CLIENT-012,ITM-01,Weekday,79,A,4.0
2025-08-11,East_01,CLIENT-029,ITM-03,Weekday,21,A,2.0
2025-06-13,North_02,CLIENT-013,ITM-09,Weekday,29,A,1.0
2025-08-16,South_01,CLIENT-015,ITM-05,Weekday,117,A,1.0
2025-11-12,North_02,CLIENT-010,ITM-10,Weekday,109,A,1.0
2025-12-18,Central_01,CLIENT-024,ITM-01,Weekday,136,A,7.0
2025-03-18,South_01,CLIENT-018,ITM-10,Weekday,117,A,1.0
2025-11-07,North_02,CLIENT-011,ITM-01,Weekday,78,A,5.0
2025-04-21,Central_01,CLIENT-021,ITM-03,Weekday,82,A,8.0
2025-02-18,North_01,CLIENT-004,ITM-01,Weekday,28,A,2.0
2025-03-19,North_02,CLIENT-012,ITM-01,Weekday,83,A,5.0
2025-09-02,North_02,CLIENT-010,ITM-01,Weekday,113,A,6.0
2025-09-16,North_01,CLIENT-002,ITM-10,Weekday,127,A,1.0
2025-10-30,North_01,CLIENT-005,ITM-03,Weekday,81,A,8.0
2025-09-09,North_02,CLIENT-012,ITM-03,Weekday,82,A,6.0
2025-01-17,South_01,CLIENT-017,ITM-10,Weekday,92,A,1.0
2025-11-11,North_01,CLIENT-002,ITM-09,Weekday,108,A,1.0
2025-09-16,East_01,CLIENT-027,ITM-02,Weekday,40,A,0.5
2025-03-28,North_01,CLIENT-006,ITM-04,Weekday,102,A,1.0
2025-08-21,East_01,CLIENT-031,ITM-01,Weekday,21,A,1.0
2025-12-02,East_01,CLIENT-031,ITM-03,Weekday,20,A,2.0
2025-01-14,East_01,CLIENT-032,ITM-03,Weekday,26,A,2.0
2025-10-14,East_01,CLIENT-027,ITM-05,Weekday,41,A,1.0
2025-11-26,South_01,CLIENT-018,ITM-03,Weekday,101,A,10.0
2025-03-15,North_01,CLIENT-006,ITM-03,Weekend,6,A,1.0
2025-08-09,Central_01,CLIENT-020,ITM-02,Weekday,25,A,0.5
2025-07-12,North_01,CLIENT-003,ITM-03,Weekday,83,A,9.0
2025-09-13,North_01,CLIENT-005,ITM-01,Weekend,11,A,1.0
2025-04-02,North_02,CLIENT-008,ITM-01,Weekday,88,A,4.0
2025-01-05,North_02,CLIENT-010,ITM-01,Weekend,15,A,1.0
2025-11-07,Central_01,CLIENT-024,ITM-08,Weekday,122,A,1.0
2025-06-15,North_02,CLIENT-011,ITM-03,Weekday,81,A,8.0
2025-06-18,South_01,CLIENT-014,ITM-08,Weekday,118,A,1.0
2025-08-09,South_01,CLIENT-019,ITM-01,Weekend,12,A,1.0
2025-12-19,Central_01,CLIENT-024,ITM-05,Weekday,138,A,1.0
2025-02-25,South_01,CLIENT-017,ITM-02,Weekday,92,A,1.0
2025-10-19,Central_01,CLIENT-024,ITM-01,Weekend,11,A,1.0
2025-08-21,South_01,CLIENT-017,ITM-10,Weekday,102,A,1.0
2025-12-30,South_01,CLIENT-017,ITM-03,Weekday,107,A,9.0
2025-09-26,Central_01,CLIENT-023,ITM-05,Weekday,31,A,1.0
2025-03-07,North_01,CLIENT-004,ITM-02,Weekday,29,A,0.5
2025-04-03,North_02,CLIENT-009,ITM-01,Weekday,20,A,1.0
2025-11-10,East_01,CLIENT-032,ITM-09,Weekday,31,A,1.0
2025-09-10,East_01,CLIENT-032,ITM-03,Weekday,28,A,3.0
2025-04-05,Central_01,CLIENT-024,ITM-03,Weekend,13,A,1.0
2025-09-17,North_02,CLIENT-010,ITM-10,Weekday,123,A,2.0
2025-06-13,North_01,CLIENT-001,ITM-03,Weekday,79,A,9.0
2025-09-22,North_02,CLIENT-008,ITM-05,Weekday,81,A,1.0
2025-10-21,South_01,CLIENT-014,ITM-02,Weekday,109,A,1.0
2025-09-25,South_01,CLIENT-015,ITM-01,Weekday,127,A,6.0
2025-12-18,North_02,CLIENT-012,ITM-10,Weekday,79,A,1.0
2025-03-11,South_01,CLIENT-018,ITM-10,Weekday,102,A,1.0
2025-09-17,Central_01,CLIENT-024,ITM-09,Weekday,128,A,1.0
2025-11-24,East_01,CLIENT-031,ITM-05,Weekday,22,A,1.0
2025-08-07,North_02,CLIENT-007,ITM-09,Weekday,72,A,1.0
2025-05-02,North_01,CLIENT-005,ITM-03,Weekday,83,A,10.0
2025-10-12,North_02,CLIENT-011,ITM-10,Weekday,71,A,1.0
2025-01-11,North_02,CLIENT-011,ITM-02,Weekday,71,A,0.5
2025-12-05,South_01,CLIENT-015,ITM-03,Weekday,124,A,15.0
2025-07-25,North_02,CLIENT-008,ITM-02,Weekday,75,A,0.5
2025-02-18,East_01,CLIENT-026,ITM-02,Weekday,28,A,0.5
2025-03-11,South_01,CLIENT-015,ITM-03,Weekday,139,A,14.0
2025-11-11,Central_01,CLIENT-022,ITM-03,Weekday,37,A,3.0
2025-10-10,North_01,CLIENT-002,ITM-10,Weekday,113,A,1.0
2025-02-02,South_01,CLIENT-018,ITM-03,Weekend,11,A,1.0
2025-03-02,North_02,CLIENT-012,ITM-03,Weekend,7,A,1.0
2025-09-18,North_02,CLIENT-010,ITM-02,Weekday,114,A,1.0
2025-12-11,North_01,CLIENT-005,ITM-08,Weekday,93,A,1.0
2025-12-11,North_02,CLIENT-010,ITM-04,Weekday,113,A,1.0
2025-02-09,North_02,CLIENT-007,ITM-03,Weekend,8,A,1.0
2025-07-15,South_01,CLIENT-017,ITM-02,Weekday,102,A,1.0
2025-10-05,North_01,CLIENT-005,ITM-03,Weekend,7,A,1.0
2025-05-22,Central_01,CLIENT-025,ITM-03,Weekday,23,A,2.0
2025-10-15,North_01,CLIENT-005,ITM-02,Weekday,87,A,1.0
2025-05-12,Central_01,CLIENT-023,ITM-04,Weekday,32,A,1.0
2025-07-10,South_01,CLIENT-018,ITM-01,Weekday,112,A,5.0
2025-08-09,North_02,CLIENT-012,ITM-10,Weekday,85,A,1.0
2025-04-10,East_01,CLIENT-031,ITM-03,Weekday,20,A,3.0
2025-01-22,East_01,CLIENT-030,ITM-02,Weekday,110,A,1.0
2025-06-07,North_02,CLIENT-011,ITM-04,Weekday,74,A,1.0
2025-06-24,North_02,CLIENT-007,ITM-09,Weekday,82,A,1.0
2025-01-10,South_01,CLIENT-014,ITM-10,Weekday,123,A,1.0
2025-05-21,South_01,CLIENT-016,ITM-10,Weekday,79,A,1.0
2025-05-12,South_01,CLIENT-014,ITM-02,Weekday,113,A,1.0
2025-11-28,South_01,CLIENT-014,ITM-04,Weekday,106,A,1.0
2025-06-27,North_02,CLIENT-008,ITM-10,Weekday,81,A,1.0
2025-08-05,South_01,CLIENT-017,ITM-01,Weekday,99,A,5.0
2025-08-13,Central_01,CLIENT-024,ITM-04,Weekday,123,A,1.0
2025-12-29,Central_01,CLIENT-020,ITM-01,Weekday,25,A,1.0
2025-05-15,South_01,CLIENT-017,ITM-10,Weekday,96,A,1.0
2025-06-24,North_02,CLIENT-008,ITM-01,Weekday,77,A,5.0
2025-10-01,North_01,CLIENT-005,ITM-08,Weekday,96,A,1.0
2025-02-03,North_01,CLIENT-004,ITM-02,Weekday,29,A,0.5
2025-02-26,North_01,CLIENT-001,ITM-01,Weekday,87,A,4.0
2025-07-24,North_02,CLIENT-012,ITM-02,Weekday,93,A,0.5
2025-06-25,North_02,CLIENT-010,ITM-01,Weekday,116,A,6.0
2025-03-21,North_02,CLIENT-013,ITM-09,Weekday,21,A,1.0
2025-12-06,East_01,CLIENT-026,ITM-03,Weekday,26,A,3.0
2025-04-21,North_01,CLIENT-005,ITM-02,Weekday,83,A,1.0
2025-09-24,Central_01,CLIENT-024,ITM-03,Weekday,125,A,12.0
2025-02-07,Central_01,CLIENT-020,ITM-03,Weekday,26,A,2.0
2025-08-06,Central_01,CLIENT-022,ITM-09,Weekday,44,A,1.0
2025-10-17,North_01,CLIENT-002,ITM-01,Weekday,128,A,9.0
2025-12-15,Central_01,CLIENT-025,ITM-03,Weekday,38,A,3.0
2025-02-10,North_01,CLIENT-006,ITM-10,Weekday,99,A,1.0
2025-05-20,East_01,CLIENT-031,ITM-03,Weekday,20,A,2.0
2025-12-15,East_01,CLIENT-028,ITM-01,Weekday,39,A,2.0
2025-06-16,East_01,CLIENT-026,ITM-01,Weekday,22,A,1.0
2025-09-30,Central_01,CLIENT-025,ITM-07,Weekday,28,A,1.0
2025-04-25,North_02,CLIENT-009,ITM-01,Weekday,22,A,1.0
2025-03-15,South_01,CLIENT-014,ITM-03,Weekend,10,A,1.0
2025-11-03,South_01,CLIENT-016,ITM-02,Weekday,73,A,0.5
2025-09-27,East_01,CLIENT-030,ITM-03,Weekend,12,A,1.0
2025-02-04,North_01,CLIENT-002,ITM-01,Weekday,91,A,5.0
2025-09-11,South_01,CLIENT-016,ITM-01,Weekday,68,A,4.0
2025-06-09,North_01,CLIENT-005,ITM-08,Weekday,83,A,1.0
2025-12-13,Central_01,CLIENT-022,ITM-01,Weekday,38,A,2.0
2025-03-05,East_01,CLIENT-028,ITM-04,Weekday,24,A,1.0
2025-09-16,East_01,CLIENT-026,ITM-01,Weekday,26,A,1.0
2025-06-02,North_01,CLIENT-003,ITM-02,Weekday,74,A,0.5
